Year,Monthly_anomaly,Monthly_uncertainty,Annual_anomaly,Annual_uncertainty,Five-year_anomaly,Five-year_uncertainty,Ten-year_anomaly,Ten-year_uncertainty,Twenty-year_anomaly,Twenty-year_uncertainty,
1951,1,-0.346,0.219,0.011,0.211,0.303,0.097,0.403,0.084,0.221,0.085
1951,2,-0.928,0.478,-0.122,0.178,0.32,0.095,0.357,0.086,0.23,0.085
1951,3,-0.127,0.327,-0.169,0.142,0.295,0.099,0.361,0.086,0.24,0.083
1951,4,0.234,0.217,-0.392,0.134,0.274,0.102,0.357,0.088,0.251,0.083
1951,5,-2.807,0.326,-0.55,0.156,0.266,0.113,0.385,0.087,0.271,0.082
1951,6,0.822,0.277,-0.36,0.137,0.281,0.117,0.387,0.09,0.274,0.081
1951,7,0.041,0.428,-0.523,0.163,0.244,0.117,0.369,0.093,0.276,0.08
1951,8,-1.108,0.21,-0.506,0.173,0.205,0.124,0.359,0.094,0.28,0.08
1951,9,0.002,0.584,-0.304,0.165,0.205,0.125,0.347,0.095,0.283,0.079
1951,10,-1.489,0.299,-0.3,0.169,0.146,0.13,0.337,0.094,0.276,0.08
1951,11,0.253,0.406,-0.113,0.215,0.165,0.129,0.323,0.091,0.279,0.08
1951,12,1.137,0.232,-0.086,0.221,0.152,0.131,0.321,0.087,0.291,0.079
1952,1,-2.307,0.47,-0.09,0.202,0.134,0.134,0.312,0.086,0.297,0.077
1952,2,-0.72,0.328,-0.077,0.225,0.071,0.136,0.325,0.084,0.305,0.077
1952,3,2.299,0.323,-0.259,0.214,0.081,0.132,0.336,0.083,0.299,0.077
1952,4,0.28,0.408,-0.049,0.207,0.095,0.131,0.309,0.085,0.299,0.076
1952,5,-0.565,0.609,-0.011,0.195,0.117,0.13,0.301,0.088,0.298,0.075
1952,6,1.141,0.43,-0.088,0.201,0.122,0.129,0.269,0.091,0.295,0.076
1952,7,0.001,0.434,-0.028,0.182,0.177,0.135,0.257,0.091,0.296,0.075
1952,8,-0.953,0.361,-0.072,0.164,0.164,0.137,0.265,0.091,0.302,0.076
1952,9,-2.182,0.211,-0.301,0.167,0.134,0.138,0.278,0.088,0.31,0.075
1952,10,1.031,0.245,-0.272,0.156,0.17,0.137,0.263,0.089,0.312,0.075
1952,11,0.708,0.29,-0.016,0.125,0.228,0.137,0.233,0.09,0.304,0.074
1952,12,0.213,0.318,-0.168,0.129,0.215,0.134,0.225,0.09,0.297,0.074
1953,1,-1.591,0.308,-0.159,0.137,0.191,0.134,0.213,0.088,0.294,0.073
1953,2,-1.247,0.317,0.051,0.138,0.196,0.129,0.216,0.089,0.288,0.072
1953,3,-0.446,0.243,0.222,0.12,0.194,0.125,0.192,0.094,0.289,0.072
1953,4,0.63,0.26,0.078,0.132,0.178,0.124,0.185,0.094,0.279,0.071
1953,5,2.502,0.232,0.134,0.109,0.149,0.128,0.21,0.091,0.273,0.071
1953,6,-0.68,0.242,0.323,0.119,0.205,0.126,0.199,0.092,0.259,0.072
1953,7,0.11,0.541,0.28,0.147,0.221,0.13,0.197,0.087,0.263,0.071
1953,8,1.57,0.232,0.266,0.156,0.158,0.128,0.193,0.081,0.252,0.072
1953,9,-0.138,0.285,0.275,0.167,0.159,0.128,0.2,0.078,0.249,0.071
1953,10,-0.696,0.6,0.169,0.17,0.142,0.131,0.195,0.079,0.26,0.071
1953,11,1.378,0.217,0.009,0.181,0.187,0.14,0.179,0.086,0.27,0.07
1953,12,2.488,0.247,0.086,0.199,0.171,0.143,0.177,0.091,0.27,0.069
1954,1,-2.107,0.361,0.101,0.237,0.149,0.143,0.188,0.091,0.269,0.068
1954,2,-1.423,0.407,-0.136,0.261,0.152,0.147,0.178,0.094,0.282,0.067
1954,3,-0.336,0.326,-0.051,0.269,0.135,0.151,0.184,0.095,0.279,0.068
1954,4,-0.641,0.398,0.155,0.235,0.161,0.149,0.161,0.099,0.274,0.069
1954,5,0.579,0.452,0.228,0.253,0.124,0.144,0.159,0.099,0.287,0.069
1954,6,0.249,0.592,0.063,0.228,0.079,0.137,0.156,0.099,0.288,0.069
1954,7,0.294,0.619,0.473,0.237,0.079,0.126,0.158,0.1,0.292,0.071
1954,8,-1.275,0.269,0.608,0.219,0.116,0.123,0.135,0.098,0.291,0.07
1954,9,0.884,0.252,0.561,0.21,0.123,0.123,0.125,0.098,0.304,0.07
1954,10,1.775,0.196,0.834,0.193,0.105,0.123,0.115,0.101,0.309,0.07
1954,11,2.244,0.262,1.024,0.177,0.093,0.127,0.109,0.101,0.308,0.071
1954,12,0.511,0.441,1.072,0.131,0.05,0.135,0.112,0.104,0.306,0.07
1955,1,2.81,0.425,1.093,0.102,0.054,0.124,0.115,0.106,0.318,0.069
1955,2,0.198,0.249,1.262,0.083,0.09,0.124,0.113,0.107,0.304,0.069
1955,3,-0.896,0.221,1.226,0.08,0.147,0.123,0.111,0.111,0.3,0.07
1955,4,2.641,0.363,1.095,0.098,0.12,0.121,0.116,0.116,0.284,0.069
1955,5,2.851,0.371,0.947,0.105,0.095,0.118,0.132,0.116,0.289,0.069
1955,6,0.831,0.253,1.087,0.149,0.057,0.117,0.136,0.118,0.29,0.069
1955,7,0.545,0.139,0.905,0.155,0.078,0.123,0.12,0.118,0.285,0.07
1955,8,0.754,0.352,0.492,0.148,0.13,0.124,0.108,0.118,0.291,0.07
1955,9,0.444,0.292,0.563,0.158,0.137,0.128,0.101,0.118,0.271,0.07
1955,10,0.204,0.273,0.278,0.177,0.114,0.13,0.07,0.12,0.266,0.071
1955,11,0.467,0.24,0.032,0.215,0.1,0.129,0.057,0.123,0.259,0.071
1955,12,2.2,0.324,-0.049,0.267,0.101,0.126,0.056,0.123,0.256,0.071
1956,1,0.617,0.368,-0.202,0.306,0.09,0.128,0.052,0.123,0.276,0.071
1956,2,-4.748,0.311,-0.342,0.321,0.066,0.128,0.082,0.121,0.282,0.071
1956,3,-0.048,0.246,-0.463,0.331,0.105,0.123,0.105,0.119,0.283,0.07
1956,4,-0.778,0.573,-0.473,0.316,0.117,0.122,0.119,0.12,0.285,0.071
1956,5,-0.109,0.652,-0.676,0.293,0.092,0.126,0.159,0.122,0.304,0.069
1956,6,-0.141,0.63,-0.993,0.24,0.073,0.131,0.158,0.12,0.304,0.07
1956,7,-1.287,0.496,-1.236,0.195,0.133,0.128,0.158,0.118,0.3,0.071
1956,8,-0.928,0.443,-0.715,0.203,0.151,0.126,0.174,0.117,0.301,0.071
1956,9,-1.009,0.43,-0.485,0.195,0.164,0.124,0.184,0.116,0.305,0.072
1956,10,0.087,0.194,-0.486,0.176,0.176,0.125,0.192,0.113,0.295,0.071
1956,11,-1.967,0.393,-0.584,0.149,0.153,0.122,0.191,0.111,0.287,0.07
1956,12,-1.6,0.499,-0.691,0.129,0.161,0.116,0.192,0.11,0.29,0.069
1957,1,-2.301,0.409,-0.562,0.106,0.181,0.113,0.22,0.106,0.293,0.07
1957,2,1.504,0.218,-0.387,0.089,0.198,0.112,0.225,0.104,0.294,0.07
1957,3,2.708,0.23,-0.2,0.103,0.168,0.117,0.201,0.105,0.296,0.07
1957,4,-0.785,0.343,-0.255,0.115,0.134,0.124,0.202,0.103,0.284,0.07
1957,5,-1.287,0.328,-0.158,0.124,0.101,0.126,0.208,0.103,0.279,0.071
1957,6,-1.43,0.445,-0.196,0.137,0.103,0.134,0.201,0.105,0.264,0.073
1957,7,0.261,0.507,-0.033,0.162,0.054,0.134,0.203,0.104,0.263,0.075
1957,8,1.181,0.174,0.001,0.17,0.061,0.133,0.226,0.104,0.262,0.075
1957,9,1.233,0.585,-0.229,0.183,0.087,0.138,0.258,0.103,0.262,0.074
1957,10,-0.572,0.354,-0.227,0.191,0.062,0.142,0.264,0.102,0.264,0.074
1957,11,-0.811,0.485,0.019,0.192,0.035,0.142,0.24,0.102,0.254,0.075
1957,12,-2.058,0.495,0.085,0.182,0.057,0.148,0.224,0.1,0.25,0.075
1958,1,-0.336,0.269,0.022,0.125,0.049,0.147,0.241,0.099,0.244,0.075
1958,2,1.904,0.327,-0.07,0.103,0.02,0.145,0.238,0.099,0.239,0.075
1958,3,-0.048,0.313,0.013,0.076,0.008,0.142,0.244,0.098,0.225,0.076
1958,4,-0.761,0.416,0.061,0.065,-0.038,0.142,0.24,0.095,0.224,0.075
1958,5,1.669,0.352,0.118,0.065,-0.035,0.141,0.221,0.095,0.227,0.074
1958,6,-0.642,0.42,0.403,0.097,-0.094,0.14,0.224,0.095,0.229,0.075
1958,7,-0.499,0.427,0.557,0.085,-0.118,0.136,0.222,0.098,0.232,0.074
1958,8,0.083,0.423,0.367,0.089,0.007,0.134,0.202,0.1,0.228,0.072
1958,9,2.221,0.482,0.411,0.09,0.052,0.133,0.191,0.098,0.22,0.071
1958,10,0.014,0.393,0.48,0.085,0.095,0.131,0.212,0.095,0.229,0.072
1958,11,-0.135,0.384,0.275,0.08,0.132,0.123,0.211,0.096,0.224,0.075
1958,12,1.372,0.705,0.387,0.098,0.146,0.115,0.186,0.095,0.218,0.076
1959,1,1.511,0.306,0.556,0.136,0.167,0.109,0.199,0.092,0.221,0.076
1959,2,-0.384,0.327,0.526,0.152,0.197,0.104,0.218,0.089,0.21,0.076
1959,3,0.478,0.426,0.266,0.188,0.233,0.097,0.217,0.089,0.209,0.077
1959,4,0.07,0.572,0.242,0.188,0.223,0.093,0.224,0.088,0.197,0.078
1959,5,-0.787,0.246,0.275,0.196,0.257,0.091,0.253,0.087,0.194,0.078
1959,6,0.699,0.336,0.214,0.186,0.306,0.095,0.256,0.085,0.185,0.079
1959,7,1.528,0.513,0.075,0.21,0.36,0.099,0.257,0.084,0.183,0.082
1959,8,-0.272,0.494,0.161,0.201,0.333,0.097,0.271,0.082,0.174,0.082
1959,9,-0.9,0.395,0.176,0.224,0.28,0.099,0.288,0.083,0.158,0.082
1959,10,-0.271,0.424,0.264,0.228,0.299,0.094,0.265,0.083,0.155,0.083
1959,11,0.256,0.4,0.435,0.229,0.323,0.091,0.245,0.083,0.147,0.082
1959,12,0.639,0.402,0.556,0.242,0.352,0.088,0.23,0.084,0.141,0.082
1960,1,-0.154,0.326,0.431,0.22,0.353,0.09,0.201,0.081,0.15,0.082
1960,2,0.652,0.299,0.37,0.224,0.361,0.091,0.182,0.08,0.145,0.082
1960,3,0.658,0.428,0.425,0.209,0.369,0.092,0.194,0.08,0.134,0.083
1960,4,1.117,0.477,0.236,0.204,0.409,0.095,0.179,0.079,0.133,0.085
1960,5,1.265,0.441,0.264,0.203,0.386,0.095,0.176,0.076,0.136,0.086
1960,6,2.156,0.363,0.104,0.194,0.392,0.089,0.19,0.077,0.128,0.086
1960,7,0.031,0.149,0.046,0.178,0.403,0.084,0.178,0.079,0.123,0.088
1960,8,-1.009,0.368,0.223,0.166,0.345,0.082,0.174,0.078,0.12,0.089
1960,9,-0.244,0.371,0.387,0.143,0.351,0.079,0.149,0.078,0.126,0.088
1960,10,-2.531,0.382,0.445,0.141,0.367,0.073,0.148,0.077,0.118,0.089
1960,11,0.591,0.246,0.515,0.133,0.343,0.075,0.144,0.078,0.119,0.091
1960,12,-1.287,0.276,0.392,0.116,0.347,0.077,0.132,0.077,0.111,0.091
1961,1,-0.852,0.233,0.39,0.128,0.354,0.079,0.15,0.075,0.106,0.091
1961,2,2.777,0.286,0.545,0.144,0.338,0.084,0.207,0.076,0.111,0.091
1961,3,2.632,0.385,0.663,0.125,0.277,0.087,0.204,0.073,0.099,0.091
1961,4,1.805,0.38,0.832,0.12,0.307,0.082,0.213,0.072,0.096,0.091
1961,5,2.108,0.258,0.787,0.107,0.33,0.08,0.222,0.069,0.097,0.092
1961,6,0.683,0.318,1.003,0.13,0.3,0.074,0.221,0.066,0.085,0.093
1961,7,0.005,0.417,1.157,0.139,0.264,0.07,0.231,0.064,0.083,0.093
1961,8,0.854,0.52,0.916,0.146,0.285,0.068,0.243,0.063,0.083,0.094
1961,9,1.171,0.187,0.653,0.174,0.271,0.068,0.264,0.063,0.085,0.094
1961,10,-0.506,0.281,0.536,0.186,0.272,0.069,0.254,0.061,0.101,0.094
1961,11,0.061,0.269,0.373,0.196,0.353,0.073,0.251,0.062,0.091,0.093
1961,12,1.299,0.281,0.34,0.194,0.351,0.077,0.259,0.065,0.088,0.093
1962,1,0.991,0.468,0.364,0.188,0.334,0.086,0.273,0.067,0.091,0.091
1962,2,-0.116,0.228,0.435,0.177,0.344,0.086,0.263,0.067,0.094,0.09
1962,3,-0.514,0.411,0.48,0.179,0.408,0.089,0.257,0.067,0.082,0.089
1962,4,0.398,0.327,0.671,0.195,0.397,0.087,0.259,0.067,0.079,0.088
1962,5,0.148,0.182,0.485,0.22,0.389,0.089,0.257,0.067,0.075,0.088
1962,6,0.293,0.473,0.236,0.217,0.357,0.088,0.259,0.068,0.067,0.089
1962,7,0.289,0.399,0.183,0.206,0.349,0.086,0.269,0.072,0.064,0.088
1962,8,1.709,0.309,0.059,0.219,0.302,0.085,0.26,0.074,0.063,0.088
1962,9,1.712,0.395,0.128,0.205,0.301,0.084,0.245,0.074,0.059,0.088
1962,10,1.785,0.293,0.109,0.183,0.297,0.085,0.266,0.075,0.048,0.088
1962,11,-2.171,0.328,0.117,0.169,0.317,0.085,0.275,0.076,0.049,0.088
1962,12,-1.697,0.322,0.06,0.136,0.323,0.086,0.275,0.075,0.047,0.088
1963,1,0.355,0.443,0.028,0.121,0.308,0.085,0.276,0.077,0.051,0.088
1963,2,-1.594,0.483,-0.188,0.108,0.329,0.083,0.262,0.076,0.052,0.088
1963,3,0.304,0.292,-0.449,0.09,0.289,0.075,0.257,0.075,0.049,0.088
1963,4,0.177,0.335,-0.445,0.085,0.334,0.078,0.264,0.073,0.046,0.087
1963,5,0.242,0.233,-0.162,0.081,0.324,0.081,0.244,0.075,0.037,0.087
1963,6,-0.385,0.395,-0.059,0.102,0.357,0.083,0.259,0.076,0.039,0.088
1963,7,-0.1,0.355,-0.14,0.092,0.418,0.085,0.267,0.08,0.036,0.09
1963,8,-0.878,0.221,0.064,0.112,0.406,0.087,0.262,0.082,0.037,0.093
1963,9,-1.424,0.314,0.009,0.116,0.356,0.086,0.24,0.084,0.038,0.092
1963,10,1.836,0.414,0.007,0.12,0.33,0.083,0.264,0.085,0.038,0.09
1963,11,1.218,0.325,0.325,0.148,0.313,0.079,0.269,0.084,0.035,0.09
1963,12,-0.453,0.391,0.408,0.142,0.297,0.073,0.259,0.082,0.02,0.09
1964,1,-0.621,0.476,0.455,0.176,0.294,0.068,0.254,0.082,0.034,0.089
1964,2,0.848,0.292,0.557,0.154,0.288,0.065,0.242,0.08,0.038,0.087
1964,3,-0.357,0.251,0.92,0.174,0.294,0.065,0.234,0.081,0.036,0.087
1964,4,0.156,0.281,0.689,0.154,0.284,0.063,0.232,0.081,0.032,0.086
1964,5,4.061,0.558,0.571,0.145,0.244,0.067,0.229,0.081,0.031,0.086
1964,6,0.612,0.492,0.501,0.146,0.213,0.067,0.213,0.082,0.03,0.085
1964,7,0.461,0.522,0.499,0.139,0.186,0.067,0.208,0.084,0.031,0.084
1964,8,0.344,0.326,0.249,0.127,0.192,0.066,0.213,0.084,0.037,0.084
1964,9,2.94,0.274,0.329,0.12,0.234,0.064,0.192,0.083,0.031,0.084
1964,10,-0.937,0.251,0.387,0.101,0.219,0.063,0.195,0.082,0.013,0.084
1964,11,-0.206,0.191,0.256,0.083,0.19,0.063,0.185,0.083,0.006,0.084
1964,12,-1.292,0.215,0.414,0.113,0.165,0.065,0.17,0.082,0.004,0.085
1965,1,-0.643,0.268,0.302,0.101,0.186,0.068,0.184,0.08,-0.002,0.083
1965,2,-2.156,0.209,0.294,0.102,0.158,0.072,0.178,0.081,0.001,0.082
1965,3,0.604,0.187,-0.169,0.1,0.121,0.073,0.158,0.079,-0.003,0.082
1965,4,0.86,0.274,-0.076,0.068,0.122,0.073,0.151,0.08,-0.017,0.081
1965,5,2.482,0.306,-0.06,0.063,0.164,0.074,0.14,0.081,-0.039,0.08
1965,6,2.507,0.405,0.107,0.089,0.159,0.077,0.121,0.08,-0.045,0.082
1965,7,-0.882,0.387,0.393,0.103,0.148,0.087,0.126,0.08,-0.043,0.082
1965,8,0.248,0.222,0.743,0.126,0.18,0.09,0.132,0.081,-0.045,0.081
1965,9,-2.619,0.319,0.663,0.117,0.163,0.093,0.151,0.079,-0.055,0.081
1965,10,0.181,0.386,0.611,0.116,0.161,0.095,0.166,0.08,-0.051,0.081
1965,11,-0.012,0.425,0.492,0.132,0.144,0.097,0.181,0.081,-0.053,0.08
1965,12,0.709,0.267,0.26,0.143,0.171,0.095,0.166,0.081,-0.067,0.078
1966,1,2.791,0.395,0.322,0.142,0.18,0.097,0.161,0.079,-0.072,0.077
1966,2,2.041,0.31,0.342,0.151,0.187,0.097,0.14,0.079,-0.049,0.075
1966,3,-0.351,0.226,0.688,0.164,0.202,0.099,0.093,0.079,-0.048,0.075
1966,4,0.243,0.363,0.579,0.166,0.22,0.103,0.074,0.078,-0.051,0.073
1966,5,1.05,0.478,0.386,0.164,0.209,0.102,0.035,0.078,-0.046,0.071
1966,6,-0.277,0.43,0.282,0.147,0.218,0.104,0.011,0.078,-0.038,0.07
1966,7,-0.135,0.445,-0.003,0.139,0.244,0.107,0.008,0.078,-0.033,0.067
1966,8,0.485,0.229,-0.152,0.155,0.2,0.104,-0.008,0.078,-0.031,0.065
1966,9,1.532,0.345,0.042,0.157,0.196,0.104,-0.013,0.079,-0.034,0.065
1966,10,-1.13,0.197,-0.022,0.151,0.192,0.101,0.01,0.081,-0.042,0.065
1966,11,-2.322,0.259,-0.242,0.143,0.106,0.1,-0.008,0.082,-0.042,0.065
1966,12,-0.544,0.309,-0.317,0.143,0.075,0.101,-0.016,0.083,-0.029,0.066
1967,1,-0.631,0.24,-0.175,0.148,0.083,0.105,-0.037,0.083,-0.017,0.067
1967,2,0.259,0.165,-0.215,0.16,0.081,0.105,-0.037,0.083,-0.017,0.066
1967,3,1.973,0.215,-0.384,0.145,-0.024,0.105,-0.037,0.079,-0.024,0.067
1967,4,-0.522,0.362,-0.135,0.162,-0.007,0.105,-0.044,0.078,-0.015,0.067
1967,5,-1.586,0.365,0.086,0.16,-0.02,0.105,-0.058,0.077,-0.016,0.065
1967,6,-1.187,0.385,-0.038,0.165,-0.017,0.107,-0.067,0.077,-0.02,0.064
1967,7,1.573,0.361,-0.009,0.193,0.019,0.108,-0.076,0.078,-0.033,0.065
1967,8,0.006,0.43,-0.004,0.188,0.054,0.11,-0.1,0.077,-0.049,0.065
1967,9,-0.498,0.188,-0.224,0.181,0.015,0.11,-0.141,0.075,-0.051,0.066
1967,10,1.861,0.298,-0.178,0.173,0.005,0.113,-0.168,0.076,-0.046,0.066
1967,11,0.334,0.283,-0.11,0.163,-0.038,0.12,-0.143,0.077,-0.042,0.066
1967,12,-2.033,0.295,0.092,0.154,-0.082,0.119,-0.131,0.078,-0.022,0.065
1968,1,-0.292,0.436,-0.005,0.151,-0.055,0.117,-0.139,0.08,-0.022,0.063
1968,2,0.319,0.142,-0.042,0.131,-0.065,0.12,-0.134,0.081,-0.024,0.063
1968,3,-0.669,0.24,-0.045,0.134,0.013,0.118,-0.145,0.081,-0.021,0.061
1968,4,0.032,0.252,0.043,0.142,-0.003,0.12,-0.148,0.082,-0.021,0.061
1968,5,-0.763,0.243,0.06,0.133,0.037,0.119,-0.148,0.083,-0.037,0.062
1968,6,1.239,0.255,0.24,0.129,-0.026,0.12,-0.146,0.083,-0.045,0.063
1968,7,0.403,0.298,0.341,0.125,-0.096,0.117,-0.149,0.085,-0.043,0.064
1968,8,-0.441,0.183,0.164,0.131,-0.127,0.117,-0.127,0.088,-0.04,0.066
1968,9,-0.528,0.319,0.173,0.142,-0.171,0.117,-0.116,0.088,-0.041,0.068
1968,10,2.912,0.342,0.161,0.143,-0.182,0.12,-0.137,0.088,-0.04,0.067
1968,11,0.542,0.26,0.133,0.141,-0.243,0.12,-0.141,0.086,-0.039,0.066
1968,12,0.131,0.266,-0.075,0.145,-0.274,0.123,-0.147,0.086,-0.034,0.065
1969,1,0.917,0.34,-0.028,0.153,-0.278,0.127,-0.13,0.087,-0.034,0.065
1969,2,-1.807,0.341,0.027,0.16,-0.303,0.128,-0.142,0.086,-0.029,0.063
1969,3,-0.559,0.214,-0.212,0.168,-0.321,0.125,-0.146,0.086,-0.033,0.064
1969,4,-0.112,0.199,-0.446,0.178,-0.264,0.129,-0.161,0.086,-0.038,0.062
1969,5,-1.103,0.3,-0.571,0.177,-0.259,0.129,-0.191,0.087,-0.034,0.063
1969,6,-1.254,0.419,-0.674,0.156,-0.245,0.128,-0.197,0.087,-0.03,0.064
1969,7,0.963,0.647,-0.628,0.141,-0.26,0.129,-0.196,0.087,-0.036,0.066
1969,8,0.223,0.509,-0.48,0.154,-0.266,0.127,-0.197,0.09,-0.033,0.067
1969,9,-3.395,0.476,-0.58,0.155,-0.308,0.122,-0.226,0.09,-0.029,0.067
1969,10,0.097,0.265,-0.547,0.175,-0.308,0.12,-0.24,0.089,-0.03,0.067
1969,11,-0.959,0.22,-0.464,0.18,-0.306,0.114,-0.233,0.088,-0.031,0.069
1969,12,-1.105,0.393,-0.37,0.167,-0.299,0.11,-0.222,0.089,-0.029,0.068
1970,1,1.479,0.301,-0.391,0.135,-0.339,0.11,-0.206,0.088,-0.028,0.066
1970,2,-0.033,0.184,-0.439,0.146,-0.359,0.11,-0.181,0.088,-0.026,0.067
1970,3,-1.76,0.266,0.017,0.164,-0.403,0.11,-0.201,0.087,-0.028,0.065
1970,4,0.289,0.467,-0.056,0.19,-0.459,0.116,-0.213,0.087,-0.033,0.064
1970,5,-0.113,0.37,0.224,0.187,-0.45,0.118,-0.253,0.088,-0.046,0.064
1970,6,-0.122,0.269,0.058,0.172,-0.421,0.115,-0.28,0.09,-0.054,0.063
1970,7,0.705,0.201,-0.18,0.161,-0.426,0.11,-0.265,0.088,-0.059,0.063
1970,8,-0.348,0.233,-0.162,0.165,-0.447,0.107,-0.264,0.089,-0.048,0.062
1970,9,2.07,0.219,-0.263,0.154,-0.454,0.105,-0.258,0.089,-0.036,0.061
1970,10,-0.77,0.367,-0.322,0.164,-0.456,0.105,-0.25,0.088,-0.024,0.059
1970,11,2.399,0.347,-0.532,0.17,-0.44,0.105,-0.25,0.087,-0.028,0.06
1970,12,-3.095,0.379,-0.7,0.187,-0.462,0.109,-0.266,0.085,-0.028,0.06
1971,1,-1.381,0.333,-0.791,0.216,-0.478,0.113,-0.293,0.085,-0.026,0.06
1971,2,0.188,0.298,-0.847,0.219,-0.441,0.117,-0.305,0.083,-0.039,0.061
1971,3,-2.98,0.304,-0.98,0.21,-0.434,0.111,-0.3,0.083,-0.04,0.061
1971,4,-0.42,0.428,-0.724,0.214,-0.494,0.109,-0.314,0.081,-0.05,0.06
1971,5,-2.623,0.43,-1.096,0.223,-0.49,0.106,-0.314,0.081,-0.062,0.061
1971,6,-2.142,0.417,-0.812,0.194,-0.512,0.102,-0.297,0.08,-0.055,0.061
1971,7,-0.386,0.587,-0.822,0.188,-0.505,0.098,-0.297,0.078,-0.056,0.06
1971,8,-1.021,0.314,-0.848,0.159,-0.485,0.097,-0.304,0.076,-0.058,0.06
1971,9,0.476,0.205,-0.648,0.131,-0.489,0.094,-0.331,0.075,-0.06,0.059
1971,10,2.301,0.279,-0.652,0.116,-0.513,0.095,-0.338,0.076,-0.051,0.059
1971,11,-2.071,0.311,-0.558,0.096,-0.487,0.094,-0.335,0.078,-0.04,0.061
1971,12,0.313,0.229,-0.441,0.075,-0.468,0.096,-0.317,0.077,-0.037,0.06
1972,1,-1.498,0.253,-0.477,0.082,-0.475,0.095,-0.308,0.076,-0.033,0.06
1972,2,-0.12,0.265,-0.494,0.08,-0.475,0.094,-0.298,0.076,-0.029,0.06
1972,3,-0.583,0.36,-0.793,0.077,-0.428,0.092,-0.305,0.077,-0.024,0.06
1972,4,-0.466,0.224,-1.111,0.085,-0.472,0.09,-0.289,0.076,-0.022,0.059
1972,5,-1.5,0.26,-0.868,0.086,-0.447,0.086,-0.289,0.072,-0.018,0.059
1972,6,-0.731,0.301,-0.915,0.08,-0.428,0.085,-0.298,0.071,-0.013,0.058
1972,7,-0.827,0.326,-0.841,0.067,-0.431,0.085,-0.336,0.071,-0.013,0.059
1972,8,-1.217,0.162,-0.911,0.058,-0.415,0.084,-0.358,0.073,-0.019,0.058
1972,9,-3.119,0.274,-0.954,0.061,-0.416,0.084,-0.347,0.075,-0.027,0.058
1972,10,-1.51,0.487,-0.921,0.049,-0.431,0.085,-0.357,0.075,-0.037,0.058
1972,11,0.847,0.301,-0.781,0.073,-0.468,0.082,-0.359,0.075,-0.028,0.057
1972,12,-0.252,0.17,-0.727,0.091,-0.477,0.085,-0.319,0.075,-0.022,0.056
1973,1,-0.612,0.263,-0.703,0.106,-0.475,0.083,-0.319,0.072,-0.025,0.058
1973,2,-0.962,0.319,-0.455,0.123,-0.462,0.082,-0.311,0.071,-0.026,0.058
1973,3,-1.099,0.149,-0.2,0.118,-0.529,0.083,-0.299,0.07,-0.019,0.057
1973,4,-0.072,0.193,-0.132,0.082,-0.498,0.08,-0.306,0.07,-0.022,0.059
1973,5,0.18,0.311,-0.139,0.065,-0.538,0.08,-0.317,0.071,-0.032,0.059
1973,6,-0.082,0.313,-0.216,0.07,-0.505,0.073,-0.35,0.072,-0.021,0.057
1973,7,-0.542,0.519,-0.053,0.067,-0.491,0.07,-0.353,0.073,-0.021,0.057
1973,8,1.769,0.561,-0.022,0.087,-0.483,0.067,-0.343,0.074,-0.022,0.058
1973,9,-0.066,0.265,0.001,0.092,-0.429,0.065,-0.321,0.074,-0.005,0.058
1973,10,-0.693,0.336,-0.124,0.12,-0.447,0.06,-0.344,0.074,-0.005,0.058
1973,11,0.764,0.397,-0.101,0.141,-0.385,0.059,-0.348,0.075,0.003,0.058
1973,12,-1.179,0.336,-0.102,0.155,-0.319,0.057,-0.328,0.073,0.007,0.059
1974,1,1.347,0.264,-0.013,0.138,-0.316,0.05,-0.321,0.073,0.009,0.06
1974,2,-0.596,0.251,-0.141,0.117,-0.305,0.049,-0.3,0.071,0,0.06
1974,3,-0.817,0.275,-0.184,0.12,-0.341,0.051,-0.3,0.072,-0.008,0.06
1974,4,-1.576,0.241,-0.338,0.126,-0.413,0.051,-0.308,0.072,0,0.06
1974,5,0.463,0.371,-0.354,0.134,-0.411,0.056,-0.297,0.073,-0.037,0.061
1974,6,-0.096,0.4,-0.254,0.122,-0.39,0.058,-0.274,0.073,-0.043,0.061
1974,7,0.53,0.348,-0.26,0.128,-0.356,0.06,-0.279,0.074,-0.041,0.061
1974,8,0.231,0.407,-0.133,0.135,-0.33,0.063,-0.278,0.073,-0.047,0.061
1974,9,-0.591,0.245,-0.216,0.127,-0.302,0.064,-0.249,0.074,-0.059,0.06
1974,10,-2.537,0.18,-0.138,0.112,-0.27,0.066,-0.256,0.077,-0.056,0.059
1974,11,0.574,0.308,-0.371,0.109,-0.272,0.065,-0.246,0.078,-0.052,0.059
1974,12,0.025,0.243,-0.417,0.098,-0.297,0.067,-0.229,0.077,-0.044,0.057
1975,1,1.267,0.43,-0.389,0.087,-0.334,0.065,-0.239,0.076,-0.049,0.056
1975,2,0.924,0.25,-0.375,0.088,-0.358,0.067,-0.23,0.077,-0.031,0.055
1975,3,-1.805,0.328,-0.49,0.088,-0.291,0.069,-0.214,0.078,-0.038,0.055
1975,4,-0.637,0.225,-0.183,0.083,-0.255,0.067,-0.217,0.077,-0.037,0.055
1975,5,-2.335,0.201,-0.232,0.076,-0.267,0.065,-0.231,0.078,-0.056,0.055
1975,6,-0.653,0.368,-0.328,0.07,-0.217,0.065,-0.229,0.078,-0.062,0.055
