Year,Monthly_anomaly,Monthly_uncertainty,Annual_anomaly,Annual_uncertainty,Five-year_anomaly,Five-year_uncertainty,Ten-year_anomaly,Ten-year_uncertainty,Twenty-year_anomaly,Twenty-year_uncertainty,
1975,7,0.875,0.343,-0.478,0.058,-0.213,0.064,-0.243,0.077,-0.052,0.054
1975,8,0.399,0.31,-0.5,0.051,-0.175,0.068,-0.227,0.076,-0.051,0.054
1975,9,-1.975,0.263,-0.328,0.038,-0.143,0.071,-0.223,0.077,-0.026,0.053
1975,10,1.145,0.218,-0.401,0.041,-0.157,0.074,-0.214,0.077,-0.017,0.052
1975,11,-0.007,0.175,-0.113,0.055,-0.194,0.075,-0.237,0.081,-0.017,0.051
1975,12,-1.128,0.211,0.09,0.051,-0.237,0.075,-0.221,0.08,-0.018,0.052
1976,1,-0.536,0.327,0.004,0.067,-0.227,0.076,-0.213,0.081,-0.031,0.051
1976,2,0.654,0.332,-0.062,0.104,-0.245,0.077,-0.218,0.082,-0.042,0.05
1976,3,0.259,0.19,-0.036,0.115,-0.209,0.081,-0.173,0.081,-0.04,0.049
1976,4,-1.508,0.218,-0.302,0.126,-0.194,0.081,-0.174,0.08,-0.054,0.049
1976,5,1.119,0.331,-0.464,0.12,-0.205,0.082,-0.16,0.08,-0.051,0.049
1976,6,1.781,0.383,-0.237,0.121,-0.143,0.082,-0.122,0.078,-0.044,0.048
1976,7,-0.157,0.605,-0.148,0.13,-0.138,0.082,-0.12,0.075,-0.039,0.048
1976,8,-0.394,0.531,-0.082,0.129,-0.115,0.081,-0.108,0.074,-0.042,0.047
1976,9,-1.661,0.189,-0.013,0.123,-0.112,0.083,-0.106,0.074,-0.045,0.046
1976,10,-2.042,0.24,0.233,0.114,-0.103,0.08,-0.113,0.073,-0.036,0.046
1976,11,-1.951,0.147,0.007,0.111,-0.106,0.084,-0.073,0.076,-0.025,0.046
1976,12,1.591,0.183,-0.327,0.119,-0.08,0.081,-0.058,0.076,-0.023,0.046
1977,1,0.53,0.25,-0.569,0.088,-0.084,0.082,-0.03,0.078,-0.023,0.045
1977,2,1.446,0.205,-0.758,0.084,-0.081,0.081,-0.022,0.08,-0.023,0.045
1977,3,1.094,0.218,-0.544,0.093,-0.07,0.082,-0.01,0.081,-0.024,0.045
1977,4,1.441,0.241,-0.321,0.091,-0.039,0.087,0,0.081,-0.015,0.044
1977,5,-1.594,0.285,-0.147,0.084,-0.046,0.089,0.022,0.081,-0.006,0.041
1977,6,-2.224,0.259,-0.052,0.084,-0.03,0.088,0.042,0.084,0.004,0.039
1977,7,-3.061,0.241,-0.124,0.069,-0.047,0.085,0.049,0.084,-0.004,0.04
1977,8,-2.661,0.27,-0.137,0.063,-0.044,0.087,0.063,0.082,0.001,0.04
1977,9,0.904,0.267,-0.158,0.082,-0.012,0.086,0.087,0.083,0.016,0.04
1977,10,0.638,0.325,-0.354,0.086,-0.003,0.085,0.093,0.082,0.005,0.04
1977,11,0.127,0.165,-0.393,0.105,0.006,0.089,0.087,0.078,0.005,0.04
1977,12,2.74,0.175,-0.428,0.101,0.02,0.087,0.087,0.078,0.022,0.039
1978,1,-0.343,0.32,-0.169,0.125,-0.012,0.084,0.089,0.079,0.03,0.037
1978,2,1.291,0.247,0.111,0.136,0.007,0.083,0.082,0.079,0.029,0.037
1978,3,0.843,0.278,0.212,0.14,0.083,0.084,0.107,0.079,0.036,0.036
1978,4,-0.909,0.161,0.175,0.146,0.069,0.088,0.103,0.081,0.038,0.036
1978,5,-2.06,0.277,0.17,0.16,0.063,0.094,0.085,0.08,0.038,0.036
1978,6,-2.649,0.305,0.154,0.167,0.062,0.097,0.104,0.077,0.025,0.038
1978,7,0.047,0.515,0.322,0.174,0.065,0.103,0.107,0.072,0.022,0.039
1978,8,0.704,0.328,0.277,0.169,0.047,0.104,0.083,0.071,0.029,0.039
1978,9,2.112,0.247,0.158,0.174,0.083,0.107,0.105,0.072,0.036,0.038
1978,10,0.193,0.31,0.143,0.161,0.1,0.108,0.127,0.071,0.029,0.039
1978,11,0.068,0.295,0.34,0.174,0.065,0.112,0.146,0.07,0.032,0.039
1978,12,2.551,0.311,0.685,0.178,0.076,0.111,0.16,0.071,0.028,0.039
1979,1,1.673,0.246,0.704,0.162,0.075,0.106,0.148,0.07,0.023,0.041
1979,2,0.752,0.268,0.676,0.154,0.088,0.103,0.143,0.069,0.035,0.041
1979,3,-0.59,0.266,0.51,0.172,0.129,0.101,0.13,0.071,0.046,0.039
1979,4,-1.09,0.179,0.436,0.191,0.188,0.097,0.161,0.071,0.041,0.039
1979,5,0.315,0.519,0.442,0.213,0.265,0.099,0.117,0.071,0.052,0.038
1979,6,1.485,0.419,0.312,0.208,0.274,0.098,0.11,0.07,0.064,0.037
1979,7,0.274,0.465,0.194,0.192,0.296,0.099,0.113,0.068,0.07,0.037
1979,8,0.372,0.363,0.222,0.212,0.287,0.1,0.104,0.066,0.077,0.036
1979,9,0.116,0.414,0.282,0.191,0.282,0.102,0.108,0.064,0.091,0.035
1979,10,-0.691,0.443,0.365,0.162,0.271,0.102,0.127,0.064,0.099,0.034
1979,11,0.136,0.493,0.189,0.171,0.316,0.104,0.129,0.063,0.114,0.033
1979,12,0.989,0.28,0.081,0.142,0.38,0.107,0.135,0.059,0.134,0.032
1980,1,0.267,0.349,-0.03,0.113,0.433,0.109,0.108,0.056,0.128,0.032
1980,2,1.079,0.532,0.07,0.103,0.484,0.104,0.119,0.056,0.142,0.032
1980,3,0.135,0.339,0.272,0.126,0.466,0.107,0.124,0.053,0.155,0.032
1980,4,-0.095,0.372,0.356,0.148,0.442,0.106,0.138,0.052,0.15,0.033
1980,5,-1.803,0.437,0.315,0.201,0.441,0.101,0.142,0.052,0.155,0.033
1980,6,0.197,0.387,0.134,0.216,0.392,0.098,0.156,0.05,0.164,0.033
1980,7,-1.058,0.238,0.08,0.238,0.391,0.101,0.16,0.05,0.169,0.033
1980,8,1.573,0.476,-0.044,0.217,0.339,0.098,0.162,0.048,0.178,0.033
1980,9,2.532,0.246,0.148,0.216,0.358,0.093,0.206,0.048,0.179,0.033
1980,10,0.316,0.367,0.112,0.228,0.363,0.096,0.216,0.047,0.183,0.033
1980,11,-0.355,0.624,0.183,0.212,0.364,0.096,0.216,0.046,0.173,0.032
1980,12,-1.184,0.349,0.371,0.21,0.445,0.091,0.23,0.047,0.182,0.031
1981,1,-0.382,0.498,0.439,0.222,0.441,0.083,0.231,0.045,0.185,0.031
1981,2,-0.398,0.318,0.343,0.232,0.411,0.085,0.22,0.043,0.18,0.031
1981,3,2.431,0.33,0.194,0.212,0.419,0.084,0.219,0.041,0.196,0.031
1981,4,-0.53,0.259,0.294,0.183,0.448,0.086,0.205,0.041,0.195,0.03
1981,5,-0.943,0.301,0.548,0.164,0.498,0.084,0.212,0.04,0.203,0.03
1981,6,2.448,0.197,0.821,0.141,0.464,0.088,0.209,0.038,0.221,0.029
1981,7,-0.245,0.361,1.009,0.137,0.434,0.085,0.219,0.036,0.228,0.028
1981,8,0.421,0.311,1.115,0.138,0.401,0.085,0.221,0.035,0.243,0.028
1981,9,0.747,0.263,0.98,0.133,0.372,0.086,0.241,0.033,0.248,0.028
1981,10,1.518,0.281,1.089,0.121,0.426,0.086,0.267,0.031,0.23,0.028
1981,11,2.696,0.44,1.26,0.113,0.34,0.089,0.285,0.03,0.238,0.028
1981,12,2.093,0.479,1.191,0.131,0.299,0.093,0.271,0.03,0.239,0.029
1982,1,1.869,0.24,1.22,0.137,0.31,0.09,0.262,0.03,0.236,0.029
1982,2,0.872,0.241,1.222,0.135,0.289,0.088,0.252,0.029,0.236,0.029
1982,3,0.811,0.229,1.142,0.144,0.286,0.084,0.257,0.029,0.242,0.029
1982,4,0.775,0.163,0.948,0.16,0.293,0.081,0.26,0.028,0.25,0.029
1982,5,1.118,0.168,0.73,0.131,0.305,0.082,0.277,0.029,0.266,0.029
1982,6,1.621,0.355,0.538,0.117,0.299,0.076,0.305,0.029,0.256,0.028
1982,7,0.104,0.246,0.351,0.091,0.263,0.073,0.327,0.029,0.263,0.027
1982,8,0.443,0.276,0.125,0.072,0.283,0.067,0.361,0.028,0.272,0.027
1982,9,-0.216,0.358,0.221,0.066,0.261,0.06,0.379,0.029,0.287,0.027
1982,10,-0.804,0.21,0.107,0.067,0.28,0.058,0.367,0.029,0.286,0.028
1982,11,0.078,0.546,-0.152,0.071,0.278,0.054,0.368,0.029,0.289,0.027
1982,12,-0.218,0.449,-0.101,0.064,0.293,0.055,0.363,0.028,0.293,0.027
1983,1,-0.37,0.596,-0.129,0.078,0.332,0.055,0.38,0.028,0.293,0.027
1983,2,-1.836,0.255,-0.256,0.066,0.317,0.052,0.369,0.029,0.296,0.028
1983,3,1.959,0.265,-0.022,0.081,0.33,0.047,0.371,0.031,0.304,0.028
1983,4,-0.595,0.292,0.205,0.088,0.363,0.044,0.382,0.028,0.303,0.029
1983,5,-1.989,0.173,0.453,0.069,0.369,0.041,0.394,0.027,0.297,0.029
1983,6,2.228,0.347,0.515,0.106,0.398,0.038,0.399,0.026,0.298,0.028
1983,7,-0.227,0.396,0.536,0.085,0.397,0.034,0.397,0.025,0.303,0.027
1983,8,-1.08,0.378,0.585,0.08,0.393,0.036,0.401,0.027,0.299,0.025
1983,9,2.586,0.26,0.227,0.078,0.355,0.038,0.393,0.03,0.291,0.025
1983,10,1.925,0.314,0.458,0.074,0.311,0.039,0.401,0.031,0.283,0.026
1983,11,3.055,0.251,0.222,0.073,0.359,0.044,0.412,0.032,0.277,0.026
1983,12,0.531,0.412,-0.046,0.105,0.341,0.046,0.384,0.032,0.284,0.026
1984,1,-0.126,0.389,0.052,0.111,0.364,0.048,0.367,0.034,0.278,0.027
1984,2,-1.249,0.204,0.067,0.086,0.354,0.051,0.369,0.035,0.281,0.026
1984,3,-2.332,0.337,-0.156,0.08,0.353,0.053,0.393,0.035,0.298,0.027
1984,4,2.181,0.293,-0.336,0.08,0.346,0.056,0.391,0.037,0.303,0.026
1984,5,-4.824,0.365,-0.521,0.086,0.305,0.065,0.401,0.035,0.304,0.026
1984,6,-0.994,0.427,-0.511,0.103,0.268,0.069,0.402,0.033,0.312,0.026
1984,7,0.95,0.363,-0.658,0.113,0.228,0.077,0.42,0.033,0.321,0.026
1984,8,-0.9,0.312,-0.368,0.109,0.217,0.08,0.433,0.032,0.329,0.025
1984,9,-0.088,0.384,-0.272,0.135,0.232,0.087,0.431,0.033,0.325,0.025
1984,10,-0.242,0.276,-0.367,0.147,0.249,0.089,0.453,0.035,0.34,0.025
1984,11,0.842,0.225,-0.125,0.153,0.237,0.096,0.474,0.037,0.346,0.025
1984,12,0.645,0.476,0.049,0.172,0.23,0.106,0.496,0.04,0.35,0.026
1985,1,-1.887,0.396,0.08,0.162,0.222,0.102,0.495,0.042,0.349,0.027
1985,2,2.228,0.221,0.209,0.174,0.237,0.1,0.513,0.044,0.353,0.027
1985,3,-1.174,0.274,0.49,0.153,0.292,0.105,0.525,0.045,0.367,0.028
1985,4,1.037,0.207,0.705,0.17,0.292,0.107,0.517,0.044,0.378,0.028
1985,5,-1.92,0.22,0.637,0.177,0.295,0.104,0.542,0.045,0.401,0.028
1985,6,1.097,0.212,0.627,0.127,0.334,0.103,0.557,0.046,0.41,0.028
1985,7,1.326,0.183,0.746,0.132,0.369,0.111,0.581,0.044,0.413,0.027
1985,8,0.641,0.327,0.508,0.137,0.399,0.112,0.584,0.043,0.418,0.027
1985,9,3.291,0.243,0.62,0.156,0.384,0.114,0.581,0.045,0.418,0.027
1985,10,2.337,0.461,0.269,0.144,0.402,0.116,0.581,0.046,0.427,0.027
1985,11,0.02,0.356,0.591,0.162,0.424,0.112,0.583,0.049,0.439,0.028
1985,12,0.529,0.26,0.612,0.185,0.352,0.101,0.585,0.051,0.455,0.028
1986,1,-0.46,0.444,0.596,0.194,0.353,0.09,0.584,0.056,0.466,0.029
1986,2,-0.634,0.365,0.526,0.194,0.391,0.097,0.577,0.059,0.46,0.03
1986,3,0.175,0.46,0.313,0.198,0.367,0.101,0.564,0.061,0.461,0.03
1986,4,-3.169,0.247,0.21,0.203,0.355,0.1,0.564,0.065,0.473,0.03
1986,5,1.943,0.223,0.226,0.217,0.326,0.1,0.565,0.07,0.467,0.03
1986,6,1.344,0.461,0.172,0.248,0.304,0.106,0.563,0.071,0.469,0.03
1986,7,1.135,0.322,0.166,0.247,0.301,0.104,0.576,0.071,0.472,0.031
1986,8,-0.198,0.38,0.238,0.233,0.338,0.105,0.594,0.072,0.472,0.032
1986,9,0.735,0.257,0.366,0.228,0.414,0.114,0.602,0.071,0.471,0.031
1986,10,1.097,0.298,0.775,0.234,0.356,0.118,0.573,0.069,0.481,0.032
1986,11,0.215,0.286,0.651,0.251,0.461,0.119,0.549,0.073,0.493,0.033
1986,12,-0.119,0.329,0.639,0.24,0.504,0.122,0.536,0.073,0.492,0.034
1987,1,-0.536,0.394,0.511,0.199,0.53,0.118,0.502,0.075,0.493,0.035
1987,2,0.23,0.13,0.637,0.171,0.576,0.116,0.493,0.077,0.499,0.035
1987,3,1.717,0.373,0.833,0.162,0.576,0.11,0.495,0.08,0.511,0.035
1987,4,1.737,0.157,0.679,0.136,0.613,0.109,0.5,0.082,0.519,0.036
1987,5,0.451,0.519,0.678,0.135,0.642,0.112,0.51,0.083,0.528,0.036
1987,6,1.201,0.4,0.865,0.126,0.693,0.111,0.469,0.084,0.533,0.035
1987,7,-0.394,0.511,1.057,0.139,0.727,0.108,0.476,0.084,0.542,0.034
1987,8,1.315,0.27,1.034,0.159,0.743,0.109,0.481,0.082,0.555,0.034
1987,9,3.081,0.215,0.981,0.15,0.788,0.105,0.487,0.084,0.559,0.034
1987,10,-0.749,0.274,0.874,0.135,0.754,0.103,0.479,0.086,0.566,0.035
1987,11,0.204,0.31,0.782,0.089,0.805,0.103,0.49,0.081,0.57,0.036
1987,12,2.122,0.199,0.508,0.095,0.821,0.106,0.499,0.082,0.564,0.036
1988,1,1.774,0.521,0.525,0.107,0.83,0.105,0.497,0.081,0.571,0.036
1988,2,-0.048,0.348,0.515,0.123,0.851,0.102,0.51,0.083,0.576,0.035
1988,3,1.079,0.36,0.352,0.126,0.833,0.103,0.5,0.083,0.586,0.035
1988,4,0.452,0.235,0.516,0.138,0.798,0.102,0.502,0.087,0.586,0.035
1988,5,-0.654,0.348,0.609,0.147,0.796,0.103,0.509,0.086,0.592,0.034
1988,6,-2.086,0.78,0.366,0.159,0.773,0.106,0.492,0.081,0.61,0.034
1988,7,-0.19,0.602,0.193,0.23,0.771,0.104,0.499,0.077,0.617,0.033
1988,8,1.19,0.371,0.278,0.239,0.762,0.105,0.515,0.077,0.623,0.032
1988,9,1.135,0.285,0.375,0.236,0.773,0.102,0.477,0.077,0.616,0.032
1988,10,1.209,0.368,0.228,0.239,0.816,0.107,0.438,0.077,0.613,0.031
1988,11,1.328,0.287,0.407,0.225,0.771,0.11,0.408,0.077,0.616,0.032
1988,12,-0.799,0.372,0.712,0.183,0.785,0.108,0.407,0.078,0.603,0.031
1989,1,-0.297,0.63,0.937,0.161,0.789,0.104,0.408,0.079,0.596,0.031
1989,2,0.971,0.262,0.995,0.138,0.835,0.101,0.42,0.078,0.591,0.031
1989,3,2.245,0.408,0.89,0.138,0.851,0.097,0.466,0.082,0.598,0.031
1989,4,-1.318,0.306,0.955,0.129,0.799,0.093,0.444,0.083,0.609,0.032
1989,5,1.501,0.29,1.06,0.133,0.793,0.093,0.491,0.083,0.617,0.032
1989,6,1.573,0.199,1.435,0.144,0.803,0.089,0.514,0.084,0.62,0.032
1989,7,2.511,0.196,1.473,0.172,0.775,0.085,0.528,0.082,0.628,0.034
1989,8,1.884,0.216,1.659,0.166,0.769,0.085,0.554,0.081,0.632,0.035
1989,9,-0.122,0.265,1.6,0.136,0.757,0.083,0.541,0.078,0.633,0.037
1989,10,1.987,0.211,1.626,0.123,0.752,0.085,0.552,0.077,0.639,0.039
1989,11,2.584,0.459,1.596,0.118,0.782,0.08,0.563,0.075,0.632,0.04
1989,12,3.707,0.401,1.637,0.126,0.708,0.074,0.566,0.074,0.629,0.04
1990,1,0.148,0.265,1.583,0.117,0.73,0.075,0.589,0.074,0.62,0.038
1990,2,3.208,0.206,1.583,0.112,0.725,0.074,0.587,0.075,0.627,0.039
1990,3,1.534,0.203,1.775,0.111,0.682,0.069,0.61,0.075,0.634,0.04
1990,4,-1.006,0.291,1.63,0.114,0.665,0.072,0.619,0.075,0.63,0.038
1990,5,1.144,0.178,1.407,0.095,0.686,0.066,0.659,0.076,0.645,0.038
1990,6,2.06,0.466,1.026,0.087,0.665,0.069,0.665,0.073,0.655,0.038
1990,7,1.866,0.269,0.964,0.085,0.625,0.063,0.667,0.072,0.66,0.037
1990,8,1.887,0.344,0.601,0.107,0.62,0.063,0.673,0.069,0.658,0.037
1990,9,2.183,0.204,0.542,0.127,0.616,0.062,0.63,0.069,0.652,0.037
1990,10,0.244,0.188,0.579,0.15,0.602,0.067,0.637,0.069,0.652,0.037
1990,11,-0.088,0.325,0.417,0.17,0.594,0.069,0.662,0.07,0.653,0.04
1990,12,-0.868,0.27,0.428,0.168,0.631,0.069,0.679,0.074,0.666,0.041
1991,1,-0.591,0.366,0.386,0.173,0.645,0.07,0.702,0.073,0.674,0.043
1991,2,-1.158,0.37,0.446,0.173,0.639,0.064,0.7,0.072,0.68,0.044
1991,3,0.829,0.238,0.402,0.162,0.587,0.063,0.703,0.071,0.682,0.044
1991,4,-0.556,0.414,0.214,0.151,0.522,0.063,0.741,0.072,0.691,0.045
1991,5,-0.803,0.352,0.211,0.158,0.489,0.066,0.722,0.071,0.697,0.045
1991,6,2.195,0.414,0.322,0.141,0.51,0.061,0.73,0.069,0.7,0.045
1991,7,1.363,0.277,0.188,0.139,0.515,0.07,0.725,0.067,0.701,0.046
1991,8,2.601,0.423,0.274,0.143,0.502,0.071,0.723,0.067,0.706,0.048
1991,9,1.659,0.191,0.285,0.157,0.517,0.067,0.701,0.063,0.706,0.048
1991,10,-2.017,0.209,0.452,0.179,0.533,0.066,0.694,0.062,0.709,0.047
1991,11,-0.123,0.23,0.706,0.171,0.521,0.068,0.7,0.062,0.692,0.049
1991,12,0.47,0.289,0.257,0.151,0.525,0.067,0.714,0.064,0.677,0.046
1992,1,-2.205,0.406,0.219,0.148,0.527,0.068,0.724,0.064,0.674,0.045
1992,2,-0.12,0.338,0.086,0.136,0.532,0.067,0.746,0.065,0.677,0.045
1992,3,0.959,0.232,-0.012,0.151,0.506,0.069,0.765,0.063,0.68,0.046
1992,4,1.451,0.38,0.009,0.14,0.491,0.071,0.779,0.063,0.682,0.046
1992,5,2.244,0.228,0.143,0.147,0.484,0.067,0.779,0.059,0.675,0.045
1992,6,-3.198,0.303,0.177,0.137,0.439,0.065,0.761,0.055,0.68,0.046
1992,7,0.913,0.213,0.305,0.12,0.451,0.068,0.757,0.054,0.681,0.047
1992,8,1,0.279,0.29,0.129,0.431,0.07,0.75,0.054,0.679,0.047
1992,9,0.484,0.355,0.278,0.126,0.431,0.073,0.738,0.053,0.679,0.049
1992,10,-1.762,0.323,0.125,0.127,0.483,0.076,0.764,0.053,0.686,0.049
1992,11,1.481,0.347,-0.159,0.129,0.513,0.077,0.772,0.054,0.691,0.049
1992,12,0.875,0.406,0.122,0.12,0.508,0.072,0.765,0.054,0.703,0.049
1993,1,-0.665,0.299,0.097,0.124,0.503,0.072,0.761,0.052,0.704,0.051
1993,2,-0.302,0.443,0.085,0.109,0.495,0.074,0.784,0.05,0.709,0.051
1993,3,0.819,0.274,-0.12,0.101,0.428,0.073,0.8,0.048,0.71,0.05
1993,4,-0.393,0.235,-0.198,0.106,0.477,0.074,0.789,0.049,0.716,0.051
1993,5,-1.159,0.225,-0.374,0.11,0.528,0.077,0.789,0.05,0.734,0.052
1993,6,0.168,0.438,-0.411,0.139,0.586,0.078,0.821,0.054,0.743,0.051
1993,7,0.615,0.25,-0.355,0.129,0.633,0.081,0.836,0.057,0.75,0.05
1993,8,0.862,0.312,-0.314,0.134,0.638,0.08,0.845,0.056,0.766,0.051
1993,9,-1.976,0.212,-0.119,0.125,0.632,0.08,0.84,0.056,0.761,0.051
1993,10,-2.708,0.255,-0.116,0.135,0.666,0.078,0.826,0.056,0.753,0.052
1993,11,-0.622,0.269,0.045,0.127,0.673,0.077,0.82,0.059,0.745,0.052
1993,12,0.427,0.353,0.181,0.111,0.674,0.073,0.822,0.057,0.745,0.053
1994,1,0.012,0.431,0.349,0.108,0.661,0.072,0.824,0.062,0.752,0.053
1994,2,0.18,0.293,0.457,0.107,0.611,0.075,0.813,0.064,0.761,0.053
1994,3,3.16,0.275,0.486,0.1,0.552,0.074,0.803,0.062,0.77,0.054
1994,4,-0.355,0.191,0.799,0.118,0.589,0.074,0.828,0.064,0.76,0.054
1994,5,0.772,0.298,1.031,0.104,0.607,0.076,0.833,0.064,0.775,0.053
1994,6,1.805,0.234,1.079,0.1,0.624,0.082,0.838,0.065,0.794,0.054
1994,7,2.627,0.185,1.154,0.089,0.673,0.087,0.835,0.066,0.795,0.054
1994,8,2.166,0.211,1.303,0.088,0.722,0.087,0.832,0.068,0.802,0.054
1994,9,-1.638,0.177,1.17,0.104,0.773,0.085,0.835,0.069,0.81,0.054
1994,10,1.052,0.331,1.373,0.121,0.805,0.081,0.825,0.07,0.816,0.053
1994,11,2.166,0.241,1.557,0.127,0.777,0.079,0.79,0.068,0.811,0.053
1994,12,1.002,0.276,1.55,0.128,0.814,0.079,0.761,0.065,0.81,0.052
1995,1,0.913,0.36,1.464,0.126,0.783,0.077,0.744,0.064,0.812,0.05
1995,2,1.963,0.287,1.399,0.118,0.775,0.078,0.741,0.063,0.793,0.049
1995,3,1.572,0.309,1.384,0.118,0.795,0.077,0.744,0.065,0.802,0.05
1995,4,2.076,0.321,1.561,0.125,0.863,0.074,0.744,0.064,0.805,0.051
1995,5,2.975,0.356,1.629,0.165,0.859,0.076,0.748,0.064,0.824,0.051
1995,6,1.722,0.413,1.76,0.187,0.865,0.076,0.753,0.063,0.836,0.05
1995,7,1.598,0.252,1.874,0.194,0.897,0.081,0.739,0.064,0.839,0.05
1995,8,1.389,0.201,1.635,0.193,0.947,0.079,0.731,0.065,0.843,0.05
1995,9,-1.815,0.118,1.547,0.192,0.985,0.078,0.723,0.065,0.829,0.05
1995,10,3.166,0.338,1.495,0.183,0.976,0.078,0.723,0.066,0.824,0.049
1995,11,2.992,0.38,1.217,0.166,0.985,0.08,0.722,0.065,0.822,0.048
1995,12,2.573,0.314,1.262,0.163,1.011,0.082,0.746,0.065,0.819,0.049
1996,1,2.281,0.361,1.174,0.163,1.028,0.083,0.765,0.068,0.817,0.048
1996,2,-0.907,0.181,1.027,0.171,1.05,0.084,0.783,0.068,0.817,0.047
1996,3,0.513,0.26,1.02,0.156,1.092,0.085,0.801,0.067,0.822,0.047
1996,4,1.46,0.232,0.775,0.136,1.13,0.085,0.818,0.067,0.846,0.049
1996,5,-0.36,0.093,0.604,0.127,1.151,0.085,0.829,0.067,0.851,0.049
1996,6,2.255,0.26,0.516,0.133,1.134,0.084,0.837,0.064,0.857,0.049
1996,7,0.542,0.235,0.386,0.135,1.133,0.082,0.825,0.063,0.864,0.05
1996,8,-0.368,0.195,0.696,0.13,1.124,0.082,0.818,0.064,0.868,0.051
1996,9,-1.907,0.248,0.988,0.117,1.088,0.085,0.811,0.065,0.872,0.051
1996,10,0.231,0.147,1.15,0.116,1.123,0.088,0.845,0.065,0.878,0.051
1996,11,0.937,0.245,1.223,0.111,1.144,0.086,0.836,0.066,0.889,0.051
1996,12,1.523,0.393,0.958,0.09,1.152,0.088,0.819,0.065,0.89,0.051
1997,1,0.712,0.463,0.833,0.063,1.143,0.09,0.847,0.065,0.893,0.05
1997,2,2.811,0.23,0.905,0.054,1.132,0.094,0.861,0.065,0.901,0.05
1997,3,4.021,0.226,1.206,0.063,1.163,0.097,0.866,0.064,0.895,0.05
1997,4,3.41,0.209,1.381,0.075,1.16,0.096,0.863,0.065,0.89,0.051
1997,5,0.515,0.155,1.403,0.082,1.097,0.097,0.84,0.063,0.889,0.05
1997,6,-0.934,0.316,1.381,0.071,1.084,0.096,0.89,0.064,0.885,0.049
1997,7,-0.95,0.471,1.427,0.061,1.037,0.092,0.886,0.064,0.889,0.05
1997,8,0.491,0.209,1.416,0.07,1.052,0.086,0.878,0.067,0.885,0.052
1997,9,1.712,0.129,1.337,0.075,1.057,0.085,0.871,0.069,0.876,0.052
1997,10,2.319,0.186,0.979,0.092,1.005,0.082,0.893,0.068,0.882,0.052
1997,11,1.21,0.318,0.883,0.099,0.983,0.08,0.892,0.07,0.88,0.052
1997,12,1.255,0.299,1.107,0.095,0.998,0.08,0.906,0.071,0.872,0.051
1998,1,1.266,0.267,1.32,0.087,0.975,0.081,0.911,0.073,0.873,0.05
1998,2,2.676,0.178,1.464,0.104,0.968,0.084,0.908,0.075,0.882,0.05
1998,3,3.08,0.162,1.364,0.115,1.018,0.086,0.919,0.075,0.882,0.051
1998,4,-0.895,0.292,1.133,0.112,0.97,0.086,0.931,0.076,0.887,0.051
1998,5,-0.63,0.243,1.09,0.103,0.916,0.086,0.958,0.078,0.887,0.052
1998,6,1.745,0.293,0.934,0.109,0.906,0.086,0.994,0.079,0.9,0.053
1998,7,1.606,0.275,0.821,0.127,0.897,0.086,1,0.08,0.902,0.055
1998,8,2.218,0.375,0.573,0.107,0.929,0.087,1.017,0.079,0.903,0.057
1998,9,0.514,0.226,0.397,0.119,0.969,0.084,1.045,0.079,0.897,0.058
1998,10,-0.452,0.259,0.617,0.112,0.969,0.086,1.067,0.082,0.892,0.059
1998,11,0.691,0.167,0.84,0.106,0.985,0.085,1.082,0.084,0.881,0.059
1998,12,-0.611,0.294,0.883,0.123,1,0.083,1.084,0.086,0.884,0.06
1999,1,-0.085,0.197,0.926,0.131,0.99,0.081,1.097,0.085,0.882,0.063
1999,2,-0.306,0.301,0.864,0.138,1.026,0.081,1.102,0.084,0.88,0.063
1999,3,0.973,0.17,0.84,0.147,1.07,0.081,1.074,0.085,0.88,0.063
1999,4,1.741,0.276,0.95,0.173,1.1,0.081,1.076,0.085,0.885,0.064
1999,5,2.047,0.288,0.758,0.164,1.065,0.082,1.059,0.083,0.89,0.064
1999,6,2.261,0.392,0.83,0.166,1.014,0.078,1.074,0.082,0.896,0.065
1999,7,2.115,0.42,0.679,0.135,1.021,0.08,1.062,0.083,0.892,0.066
1999,8,1.484,0.419,0.941,0.111,1,0.081,1.049,0.082,0.895,0.066
1999,9,0.227,0.332,1.014,0.099,0.959,0.084,1.078,0.083,0.899,0.066
1999,10,0.861,0.358,0.783,0.093,0.921,0.084,1.08,0.082,0.903,0.066
1999,11,-1.617,0.305,0.751,0.104,0.904,0.085,1.059,0.083,0.902,0.065
1999,12,0.258,0.288,0.78,0.105,0.965,0.084,1.053,0.084,0.89,0.064
2000,1,-1.897,0.483,0.621,0.112,0.989,0.08,1.036,0.083,0.889,0.065
2000,2,2.84,0.385,0.578,0.115,0.98,0.082,0.999,0.084,0.875,0.065
2000,3,1.854,0.213,0.658,0.113,0.947,0.086,0.994,0.084,0.867,0.066
2000,4,-1.031,0.335,0.61,0.099,0.922,0.088,0.991,0.083,0.881,0.066
2000,5,1.66,0.374,0.728,0.118,0.926,0.09,0.988,0.082,0.876,0.067
2000,6,2.613,0.356,0.868,0.127,0.947,0.091,1.008,0.079,0.87,0.067
2000,7,0.2,0.431,1.171,0.146,0.924,0.093,1.01,0.079,0.873,0.068
2000,8,0.966,0.32,1.021,0.175,0.869,0.094,1.012,0.079,0.875,0.068
2000,9,1.195,0.328,1.107,0.18,0.853,0.094,1.028,0.078,0.869,0.068
